alias_name,price,commented,screen_size,cost_efficient,performance,endurance,appearance,camera_performance,days,ba_cap,ram,rom
vivo X21UD A,3398,576,6.28,9,7,9,10,9,919,3200,6,128
vivo X21i,2398,19,6.28,6,7,6,7,7,1064,3245,6,64
vivo X21i A,2398,19,6.28,6,7,6,7,7,1064,3245,4,128
vivo X27,2798,180,6.39,8,8,10,10,10,640,4000,8,256
vivo X3F,1225,2101,5.0,4,6,5,7,6,2313,2360,2,16
vivo X3L,1998,2101,5.0,4,6,5,7,6,2435,2360,2,16
vivo X3S,1998,2101,5.0,4,6,5,7,6,2494,2000,1,16
vivo X50,5998,15,6.56,8,10,9,8,8,334,4350,8,256
vivo X50 Pro+,5998,15,6.56,8,10,9,8,8,334,4350,8,256
vivo X50pro+,5998,15,6.56,8,10,9,8,8,334,4350,8,256
vivo X5L,2298,750,5.0,4,6,4,6,6,2313,2250,2,16
vivo X5M,799,105,5.5,4,6,4,6,6,2101,2300,2,16
vivo X5M L,950,640,5.5,5,6,4,6,6,2191,2000,2,16
vivo X5Max L,950,640,5.5,5,6,4,6,6,2191,2000,2,16
vivo X5Max S,2499,640,5.5,5,6,4,6,6,2009,4150,3,32
vivo X5Max+,799,105,5.5,4,6,4,6,6,2101,2300,2,16
vivo X5Pro D,1400,991,5.2,6,4,6,8,8,1979,2300,2,16
vivo X5Pro L,1400,991,5.2,6,4,6,8,8,1979,2300,2,16
vivo X5Pro V,1399,991,5.2,6,4,6,8,8,1979,2450,2,16
vivo X5S L,950,640,5.5,5,6,4,6,6,2191,2000,2,16
vivo X5V,1798,750,5.0,4,6,4,6,6,2191,2250,2,16
vivo X60,0,0,6.56,0,0,0,0,0,334,0,0,0
vivo X60 Pro,0,0,6.56,0,0,0,0,0,0,0,0,0
vivo X60 Pro+,0,0,6.56,0,0,0,0,0,0,0,0,0
vivo X6A,1799,979,5.2,6,4,6,8,8,1826,2400,4,32
vivo X6D,1799,979,5.2,6,4,6,8,8,1826,2400,4,32
vivo X6Plus A,2359,396,5.7,7,4,8,9,8,1826,4000,4,64
vivo X6Plus D,2399,396,5.7,7,4,8,9,8,1826,3000,4,64
vivo X6Plus L,2359,396,5.7,7,4,8,9,8,1826,4000,4,64
vivo X6S,1980,191,5.2,6,5,7,8,7,1704,2400,4,64
vivo X6S A,1980,191,5.2,6,5,7,8,7,1704,2400,4,64
vivo X6SPlus,1799,57,5.7,7,5,8,8,8,1704,3000,4,64
vivo X6SPlus A,1799,57,5.7,7,5,8,8,8,1704,3000,4,64
vivo X6SPlus D,1799,57,5.7,7,5,8,8,8,1704,3000,4,64
vivo X6SPlus L,1799,57,5.7,7,5,8,8,8,1704,3000,4,64
vivo X7,1270,485,5.7,8,5,8,9,9,1591,4000,4,64
vivo X710F,789,1120,5.2,6,7,6,6,7,2405,2600,2,16
vivo X710L,488,1120,5.2,6,7,6,6,7,2405,2600,3,32
vivo X7Plus,1270,485,5.7,8,5,8,9,9,1591,4000,4,64
vivo X7Plus L,1270,485,5.7,8,5,8,9,9,1591,4000,4,64
vivo X9,2498,525,5.85,8,6,8,8,8,1241,4015,4,64
vivo X9L,1998,1382,5.5,8,4,8,9,9,1309,3050,4,64
vivo X9Plus,2498,705,5.88,7,4,8,9,9,1431,4000,6,64
vivo X9Plus L,2498,705,5.88,7,4,8,9,9,1431,4000,6,64
vivo X9i,1998,1382,5.5,8,4,8,9,9,1467,3080,4,64
vivo X9s,2498,525,5.85,8,6,8,8,8,1241,4015,4,64
vivo X9s L,1998,567,5.5,9,5,8,9,10,1248,3320,4,64
vivo X9s Plus,2498,525,5.85,8,6,8,8,8,1241,4015,4,64
vivo X9s Plus L,2498,525,5.85,8,6,8,8,8,1241,4015,4,64
vivo Xplay3S,1399,1296,6.0,6,7,6,7,6,2191,3200,3,32
vivo Xplay5A,2699,1024,5.43,7,5,8,8,9,1735,3600,4,128
vivo Xplay6,3498,692,5.46,8,8,9,9,10,1449,4080,6,64
vivo Y13iL,550,293,4.5,5,5,6,6,5,2009,1900,0,4
vivo Y17T,1798,526,4.7,5,6,4,6,6,2890,2000,1,8
vivo Y20i,0,0,6.51,0,0,0,0,0,121,5000,3,64
vivo Y23L,798,290,4.5,5,6,5,6,5,2191,1900,1,8
vivo Y27,750,534,4.7,4,5,5,6,5,2282,2260,1,8
vivo Y28L,1398,137,4.7,5,6,6,6,6,2191,2100,1,8
vivo Y29L,1798,229,5.0,4,5,4,6,5,2191,2000,1,16
vivo Y3,0,0,,6,8,8,8,8,0,0,0,0
vivo Y31,549,98,4.7,5,5,5,6,5,1764,2100,1,16
vivo Y31A,549,98,4.7,5,5,5,6,5,1764,2100,1,16
vivo Y33,450,244,4.7,5,5,5,6,5,2009,2200,1,8
vivo Y33L,450,244,4.7,5,5,5,6,5,2009,2200,1,8
vivo Y35,799,179,5.0,4,5,4,6,5,1826,2300,2,16
vivo Y35A,799,179,5.0,4,5,4,6,5,1826,2300,2,16
vivo Y35L,899,179,5.0,4,5,4,6,5,2009,2200,2,16
vivo Y37,1098,189,5.5,5,6,4,6,5,1764,2720,2,16
vivo Y37A,1098,189,5.5,5,6,4,6,5,1764,2720,2,16
vivo Y37L,950,189,5.5,5,6,4,6,5,1948,2720,2,16
vivo Y3S,0,0,6.35,0,0,0,0,0,60,5000,4,128
vivo Y51,1698,0,6.53,0,0,0,0,0,152,4500,6,128
vivo Y51A,998,309,5.0,6,2,6,8,7,1856,2350,2,16
vivo Y51S,1698,0,6.53,0,0,0,0,0,152,4500,6,128
vivo Y51t L,600,309,5.0,6,2,6,8,7,1856,2350,2,16
vivo Y53,899,28,5.0,5,2,5,6,5,1339,2500,2,16
vivo Y55,999,131,5.2,6,3,6,8,7,1551,2730,2,16
vivo Y55A,999,131,5.2,6,3,6,8,7,1551,2730,2,16
vivo Y5s,1398,26,6.53,9,8,10,9,7,395,5000,6,128
vivo Y613F,599,293,4.5,5,5,6,6,5,2160,1900,1,4
vivo Y622,1298,468,4.5,5,6,5,6,6,2525,1900,1,4
vivo Y66,1198,165,5.5,6,4,6,8,7,1095,3000,3,32
vivo Y66L,1198,165,5.5,6,4,6,8,7,1460,3000,3,32
vivo Y66i,1198,165,5.5,6,4,6,8,7,1095,3000,3,32
vivo Y66i A,1198,165,5.5,6,4,6,8,7,1095,3000,3,32
vivo Y67,1098,259,5.5,7,4,6,8,6,1490,3000,4,32
vivo Y67A,1098,259,5.5,7,4,6,8,6,1490,3000,4,32
vivo Y69A,999,6,5.5,7,7,7,7,7,978,2930,3,32
vivo Y70S,2498,21,6.53,7,9,8,8,7,182,4500,8,256
vivo Y71,1398,49,5.99,7,6,8,8,7,1064,3360,4,32
vivo Y73S,0,0,6.44,8,8,9,9,9,60,4100,8,128
vivo Y75,1298,35,5.7,8,8,8,9,8,1095,3000,3,32
vivo Y75A,1298,35,5.7,8,8,8,9,8,1095,3000,4,32
vivo Y75s,1098,6,5.99,7,7,5,7,7,930,3225,4,32
vivo Y79,1998,44,5.99,7,8,8,9,9,1125,3225,4,64
vivo Y79A,1598,44,5.99,7,8,8,9,9,1125,3225,4,64
vivo Y7s,1798,13,6.38,9,8,8,8,9,518,4500,6,128
vivo Y83,0,1,6.22,8,8,8,8,8,1064,3260,4,64
vivo Y83A,1398,17,6.22,4,5,6,6,6,944,3260,4,64
vivo Y85,1098,91,6.26,7,7,8,8,8,978,3260,4,32
vivo Y927,800,534,4.7,4,5,5,6,5,2221,2260,1,16
vivo Y937,900,189,5.5,5,6,4,6,5,1948,2720,2,16
vivo Y9s,1798,29,6.38,8,8,8,8,7,365,4500,8,128
vivo Z1,1049,6,6.26,8,7,6,7,6,791,3260,4,64
vivo Z1 青春版,1049,6,6.26,8,7,6,7,6,791,3260,4,64
vivo Z1i,1398,12,6.26,6,6,6,8,7,877,3260,4,128
vivo Z3X,945,6,6.26,7,6,4,8,6,609,3260,4,64
vivo Z3x,945,6,6.26,7,6,4,8,6,609,3260,4,64
vivo g1,4498,2,6.44,0,0,0,0,0,213,4500,8,128
vivo s1pro,1898,12,6.39,8,8,6,9,9,579,3700,6,256
vivo s5,2298,20,6.44,7,8,8,8,8,354,4100,8,256
vivo s7,3098,16,6.44,9,9,8,9,9,121,4000,8,256
vivo x27 Pro,3298,176,6.7,9,8,9,10,10,640,4000,8,256
vivo x27Pro,3298,176,6.7,9,8,9,10,10,640,4000,8,256
vivo x50超感光夜摄,3698,16,6.56,7,9,8,9,8,182,4200,8,256
vivo y12,0,0,6.35,0,0,0,0,0,699,5000,3,64
vivo y17,0,0,6.35,0,0,0,0,0,699,5000,4,128
vivo y3,0,0,,6,8,8,8,8,0,0,0,0
vivo y30,0,0,6.51,0,0,0,0,0,35,5000,8,128
vivo y3s,0,0,6.35,0,0,0,0,0,60,5000,4,128
vivo y51s,1698,0,6.53,0,0,0,0,0,152,4500,6,128
vivo y5s,1398,26,6.53,9,8,10,9,7,395,5000,6,128
vivo y67,1098,259,5.5,7,4,6,8,6,1490,3000,4,32
vivo y70s,2498,21,6.53,7,9,8,8,7,182,4500,8,256
vivo y7s,1798,13,6.38,9,8,8,8,9,518,4500,6,128
vivo z5x,1719,39,6.53,9,8,9,8,8,579,5000,8,64
vivo z5x升级版,1598,39,6.53,9,8,9,8,8,243,5000,8,128
vivo 双屏手机,4998,534,6.39,9,10,9,10,10,702,3500,10,128
vivo 挖孔屏,0,0,6.44,0,0,0,0,0,274,4500,8,128
vivo 政企定制机,4498,2,6.44,0,0,0,0,0,213,4500,8,128
vivo+X20,2598,1101,6.01,9,7,9,10,10,1147,3245,4,128
vivo+X20A,1998,1101,6.01,9,7,9,10,10,1157,3245,4,64
vivo+Y66i,1198,165,5.5,6,4,6,8,7,1095,3000,3,32
vivo+Y75A,1298,35,5.7,8,8,8,9,8,1095,3000,3,32
vivo60W无线闪充,0,0,6.45,0,0,0,0,0,303,2000,12,256
vivo60倍超级变焦,3998,31,6.44,8,9,8,9,9,255,4350,8,256
vivo6400万拍照,3298,20,6.44,8,9,8,8,9,338,4350,8,256
vivo98,3298,20,6.44,8,9,8,8,9,0,4350,8,256
vivoS5,2298,20,6.44,7,8,8,8,8,354,4100,8,256
vivoS6,2598,29,6.44,8,8,7,7,8,243,4500,8,256
vivoS6 pro,0,0,,0,0,0,0,0,334,4200,0,0
vivoS7,3098,16,6.44,9,9,8,9,9,121,4000,8,256
vivoS7e,2398,0,6.44,0,0,0,0,0,19,4100,8,128
vivoU10,978,0,6.53,0,0,0,0,0,699,5000,4,64
vivoV15,0,0,5.99,0,0,0,0,0,699,4000,6,128
vivoV15 Pro,0,0,6.39,0,0,0,0,0,699,3700,6,128
vivoV17 Pro,0,0,6.44,0,0,0,0,0,699,4100,8,128
vivoV20,0,0,6.44,0,0,0,0,0,0,4000,8,128
vivoX50Pro微云台感光主摄,4398,18,6.56,9,9,10,10,10,334,4315,8,256
vivoX60,0,0,6.56,0,0,0,0,0,334,0,0,0
vivoX60 Pr,0,0,6.56,0,0,0,0,0,0,0,0,0
vivoX60 Pro,0,0,6.56,0,0,0,0,0,0,0,0,0
vivoX60Pro,0,0,6.56,0,0,0,0,0,0,0,0,0
vivoX60Pro+,0,0,6.56,0,0,0,0,0,0,0,0,0
vivoY20i,0,0,6.51,0,0,0,0,0,121,5000,3,64
vivoY30,0,0,6.51,0,0,0,0,0,35,5000,8,128
vivoY3s,0,0,6.35,0,0,0,0,0,60,5000,4,128
vivoY50,1498,20,6.53,8,8,9,8,7,243,5000,8,128
vivoY73S,0,0,6.44,8,8,9,9,9,60,4100,8,128
vivoY73s,0,0,6.44,8,8,9,9,9,60,4100,8,128
vivoY95,0,1,6.22,0,0,0,0,0,760,4030,4,64
vivoZ3,1148,371,6.3,9,8,9,9,9,760,3315,6,64
vivoZ5x,1719,39,6.53,9,8,9,8,8,579,5000,8,64
vivoZ5x712,1598,39,6.53,9,8,9,8,8,243,5000,8,128
vivox27 Pro,3298,176,6.7,9,8,9,10,10,640,4000,8,256
vivo专业人像,3998,31,6.44,8,9,8,9,9,255,4350,8,256
vivo双引擎闪充,999,4,6.35,7,6,8,6,5,274,5000,6,64
vivo超微距手机,3298,20,6.44,8,9,8,8,9,338,4350,8,256
walleye,2390,3,6.0,6,6,7,6,8,1429,3520,4,64
x-apple,4299,246,5.8,9,10,8,8,9,1125,2716,3,64
x1s,2498,569,4.7,5,6,5,6,6,2831,2000,1,16
x500,799,989,5.5,7,4,5,7,6,1887,3000,3,16
x50pro,3998,18,6.56,9,9,10,10,10,182,4315,8,128
x600,900,929,5.5,5,6,4,6,6,2160,3000,3,16
xiaomi 11,0,0,6.67,0,0,0,0,0,0,4500,0,0
xiaomi 11Pro,0,0,6.67,0,0,0,0,0,0,4500,0,0
xiaomi 8,3799,25,6.67,9,9,8,7,8,334,4780,8,128
xiaomi mix,3699,165,6.39,9,9,7,8,8,760,3200,8,128
z17S黑金版,2499,55,5.73,8,9,7,8,9,1138,3100,6,64
zero,0,0,6.2,0,0,0,0,0,699,3930,6,128
一,1580,0,6.52,0,0,0,0,0,334,5000,4,64
一加,0,0,6.55,0,0,0,0,0,0,5000,8,256
一加 6T终极限量版,4599,515,6.41,9,9,9,9,9,714,3700,10,256
一加 7T,3199,43,6.55,9,10,9,9,9,412,3800,8,256
一加 8,4599,22,6.55,8,10,9,9,7,334,4300,8,256
一加 8Pro,5999,21,6.78,9,10,8,9,8,334,4510,8,256
一加 8T,3999,20,6.55,9,9,9,9,9,19,4500,8,256
一加 8T Pro,0,0,6.78,0,0,0,0,0,334,4510,12,256
一加 9,0,0,6.7,0,0,0,0,0,0,5000,8,512
一加 9 pro,0,0,6.55,0,0,0,0,0,0,5000,8,256
一加 Nord N10,2770,0,6.49,0,0,0,0,0,334,4300,6,128
一加 Nord N100,1580,0,6.52,0,0,0,0,0,334,5000,4,64
一加30W无线快充,5999,21,6.78,9,10,8,9,8,334,4510,8,256
一加5G,0,0,,0,0,0,0,0,699,0,8,128
一加6T,3199,515,6.41,9,9,9,9,9,756,3700,8,128
一加7,2999,30,6.41,9,10,8,9,8,559,3700,8,256
一加7 Pro,4689,73,6.67,9,10,9,9,9,559,4000,8,256
一加7Pro,4689,73,6.67,9,10,9,9,9,559,4000,8,256
一加8,4599,22,6.55,8,10,9,9,7,334,4300,8,256
一加8 Pro,5999,21,6.78,9,10,8,9,8,334,4510,8,256
一加8T,3999,20,6.55,9,9,9,9,9,19,4500,8,256
一加8T Pro,0,0,6.78,0,0,0,0,0,334,4510,12,256
一加N,2770,0,6.49,0,0,0,0,0,334,4300,6,128
一加七,4689,73,6.67,9,10,9,9,9,559,4000,8,256
一加七 Pro,4689,73,6.67,9,10,9,9,9,559,4000,8,256
一加折叠屏,0,0,,0,0,0,0,0,0,0,8,256
三,29999,180,7.6,9,10,8,9,9,90,5000,8,64
三星 A 2018,0,1,,0,0,0,0,0,1429,0,0,0
三星 A11,0,0,6.67,0,0,0,0,0,334,4000,0,128
三星 A50s,1489,22,6.4,7,8,7,8,8,395,4000,6,128
三星 A9 Pro,0,0,6.5,0,0,0,0,0,1064,3500,6,128
三星 A9 Star Pro,0,0,6.28,0,0,0,0,0,1064,0,0,0
三星 A91,0,0,6.67,0,0,0,0,0,699,0,0,128
三星 Android Go,0,0,5.0,0,0,0,0,0,1064,2600,1,16
三星 GALAXY Note 10,5999,27,6.8,8,10,9,10,8,699,4300,12,256
三星 GALAXY S8 Plus,3578,177,6.2,7,9,8,9,9,1285,3500,6,128
三星 Galaxy A21S,0,0,6.5,0,0,0,0,0,182,5000,3,32
三星 Galaxy A42,0,0,6.6,0,0,0,0,0,0,0,0,0
三星 Galaxy A7 2018,0,1,,0,0,0,0,0,1429,0,0,0
三星 Galaxy Fold e/Lite,0,0,,0,0,0,0,0,334,0,12,256
三星 Galaxy M12,0,0,6.7,0,0,0,0,0,334,7000,3,64
三星 Galaxy S3,0,0,6.2,0,0,0,0,0,0,4000,0,0
三星 Galaxy W21,19999,1,7.6,9,9,9,9,9,19,4500,12,512
三星 J2 Core（2020）,590,0,5.0,0,0,0,0,0,243,2600,1,16
三星 J4,0,1,,5,5,5,5,6,1064,0,2,0
三星 J4+,1999,0,6.0,0,0,0,0,0,1064,3300,2,32
三星 J6,0,0,,0,0,0,0,0,1064,0,2,0
三星 J7 Star,0,0,5.5,0,0,0,0,0,1064,3300,2,32
三星 J8,0,0,5.5,0,0,0,0,0,1064,0,4,32
三星 J8+,0,0,,0,0,0,0,0,1064,0,0,0
三星 M10,0,0,5.6,0,0,0,0,0,699,3000,3,16
三星 M10s,0,0,6.4,0,0,0,0,0,699,4000,3,32
三星 M20,0,1,6.4,6,5,8,6,8,270,6000,6,64
三星 MIX Alpha,0,0,,0,0,0,0,0,1,4500,0,0
三星 Project Baikal,3278,180,6.3,9,10,8,9,9,1186,3300,6,64
三星 S,0,0,5.0,0,0,0,0,0,1064,2600,1,16
三星 S10 Plus,6999,21,6.4,9,10,8,9,9,668,4100,8,0
三星 S7 Edge+,0,7,6.0,7,8,7,8,8,0,0,0,0
三星 S9 Active,0,0,5.8,0,0,0,0,0,1064,4000,4,64
三星 S9 mini,0,8,5.0,5,6,4,6,4,1033,0,6,64
三星 SM-8750,0,8,5.0,5,6,4,6,4,1033,0,6,64
三星 SM-A5300,0,3,5.6,4,6,7,7,4,1064,0,4,32
三星 SM-A9080,2799,10,6.7,7,7,7,7,7,426,4500,8,128
三星 SM-C7108,1058,22,5.5,5,4,5,6,6,1186,3000,3,32
三星 SM-G9508,3499,456,5.8,8,9,8,9,9,1285,3000,4,64
三星 SM-J250,0,0,5.0,0,0,0,0,0,1064,2600,5,16
三星 SM-J260Y,0,0,5.0,0,0,0,0,0,1064,2600,1,16
三星 SM-J720F,0,0,5.5,0,0,0,0,0,1064,3000,4,32
三星 SM-M105F,0,0,5.6,0,0,0,0,0,699,3000,3,16
三星 SM-M205F,0,1,6.0,6,5,8,6,8,699,5000,3,32
三星 SM-M305F,0,0,6.4,0,0,0,0,0,270,6000,4,64
三星 SM-M405F,0,0,6.3,0,0,0,0,0,537,3500,6,128
三星 SM-N9500,3278,180,6.3,9,10,8,9,9,1186,3300,6,64
三星 SM-N9508,3498,180,6.3,9,10,8,9,9,1186,3300,6,64
三星 SM-W2018,7877,7,4.2,4,6,4,7,5,1095,2300,6,64
三星 Tizen,0,0,,0,0,0,0,0,1429,2050,0,0
三星 Z Fold3,0,0,,0,0,0,0,0,0,0,0,0
三星 Zoom 2,0,0,,0,0,0,0,0,1064,0,0,0
三星 galaxyZ Fold2,29999,17,7.6,8,10,8,8,9,90,4500,12,512
三星 双模5G,2399,1,6.5,2,2,5,6,6,182,4500,8,128
三星 大器五,5299,6,4.2,7,8,4,8,7,1217,2300,4,64
三星 游戏手机,0,2,,0,0,0,0,0,1064,0,0,0
三星2017版Galaxy J3,0,0,5.0,0,0,0,0,0,1429,2600,5,16
三星2018版GALAXY A9,0,1,6.38,0,0,0,0,0,791,3800,6,128
三星A51,2399,1,6.5,2,2,5,6,6,182,4500,8,128
三星A52,0,0,6.5,0,0,0,0,0,334,5000,8,128
三星A8s,1599,230,6.4,7,8,8,8,8,721,3400,6,128
三星F12,0,0,6.7,0,0,0,0,0,334,7000,3,64
三星GALAXY,2099,23,6.7,7,8,9,8,8,609,4500,6,128
三星GALAXY A60,1399,26,6.3,7,8,6,7,7,579,3500,6,64
三星GALAXY A6s,1199,95,6.0,9,9,9,9,9,760,3300,6,64
三星Galaxy A8s,1799,230,6.4,7,8,8,8,8,721,3400,8,128
三星Galaxy A90,2799,10,6.7,7,7,7,7,7,426,4500,8,128
三星Galaxy M30s,1858,2,6.4,6,6,7,6,6,426,6000,6,128
三星Galaxy M31s,0,0,6.4,0,0,0,0,0,334,6000,0,0
三星Galaxy M51,2789,0,6.7,0,0,0,0,0,334,7000,6,128
三星Galaxy S5 2019复刻版,0,0,5.1,0,0,0,0,0,699,2800,2,16
三星Galaxy Z Fold 3,0,0,,0,0,0,0,0,0,0,0,0
三星GalaxyA01,0,0,5.7,0,0,0,0,0,0,3000,2,16
三星GalaxyA42,0,0,6.6,0,0,0,0,0,0,0,0,0
三星J2 Core,0,0,5.0,0,0,0,0,0,1064,2600,1,8
三星J7 Duo,0,0,5.5,0,0,0,0,0,1064,3000,4,32
三星M12,0,0,6.7,0,0,0,0,0,334,7000,3,64
三星MIX Alpha,0,0,,0,0,0,0,0,1,4500,0,0
三星Note 10,4699,25,6.3,9,9,9,9,9,456,3500,8,256
三星Note 10 5G版,0,25,6.3,9,9,9,9,9,699,3500,8,256
三星Note 20,7399,0,6.7,0,0,0,0,0,94,4300,8,256
三星Note 20Ultra,9949,23,6.9,8,9,9,9,9,94,4500,12,512
三星Note 9,5309,132,6.4,8,10,9,8,9,852,4000,8,512
三星Note20Ultra,9949,23,6.9,8,9,9,9,9,94,4500,12,512
三星S10 E,6999,3,5.8,8,8,7,8,6,668,3100,8,128
三星S10+,6999,21,6.4,9,10,8,9,9,668,4100,8,0
三星S7 Edge,2999,1053,5.5,9,9,9,9,8,1764,3600,4,32
三星S9 Plus,3699,206,6.2,7,10,7,8,8,990,3500,6,64
三星SM-A5160,2399,1,6.5,2,2,5,6,6,182,4500,8,128
三星SM-G8850,1596,206,6.3,7,7,8,8,8,899,3700,4,64
三星W20,19999,1,7.3,0,0,0,0,0,395,4235,12,512
三星W2019尊铂典藏版,12488,0,4.2,0,0,0,0,0,752,3070,6,256
三星W21,19999,1,7.6,9,9,9,9,9,19,4500,12,512
三星g,15998,9,7.3,8,9,9,9,9,395,4380,12,512
三星galaxy Fold,15998,9,7.3,8,9,9,9,9,395,4380,12,512
三星galaxyNote 20,7399,0,6.7,0,0,0,0,0,94,4300,8,256
三星note X,4699,25,6.3,9,9,9,9,9,456,3500,8,256
三星note x,4699,25,6.3,9,9,9,9,9,456,3500,8,256
三星w21,19999,1,7.6,9,9,9,9,9,19,4500,12,512
三星z4,0,0,,0,0,0,0,0,1429,2050,0,0
三星三防手机,3429,0,6.3,0,0,0,0,0,0,4050,4,64
三星折叠屏手机,29999,9,7.6,8,9,9,9,9,90,4500,8,512
三星折叠手机,11999,2,6.7,3,8,2,8,8,277,3300,8,256
三星盖,1399,26,6.3,7,8,6,7,7,579,3500,6,64
三星盖乐世A60,1399,26,6.3,7,8,6,7,7,579,3500,6,64
三星翻盖机20,2900,154,3.7,4,6,6,7,6,2586,1900,2,32
中兴 A,2598,1,6.53,8,6,6,6,6,182,4000,8,256
中兴 A0616,586,7,5.5,6,4,6,6,6,1120,4000,3,32
中兴 A2018,1298,7,5.5,4,5,4,6,5,1278,3400,4,128
中兴 A7,549,20,6.087999999999999,8,7,6,7,6,579,3200,3,64
中兴 A7S,749,20,6.087999999999999,6,5,9,8,6,426,4000,4,64
中兴 AXON 11SE,2598,1,6.53,8,6,6,6,6,182,4000,8,256
中兴 AXON 11se,2598,1,6.53,8,6,6,6,6,182,4000,8,256
中兴 AXON 20,2798,2,6.92,9,8,10,8,8,334,4220,8,256
中兴 AXON Multy,3039,23,5.2,5,5,5,5,6,1045,3180,4,64
中兴 Blade,899,20,6.49,6,8,8,8,3,426,5000,4,128
中兴 Blade 20,0,0,6.52,0,0,0,0,0,334,4000,6,128
中兴 Blade 20 Pro,0,0,,0,0,0,0,0,334,3500,0,0
中兴 Blade A,429,3,5.45,8,6,8,5,5,1064,0,2,16
中兴 Blade A7,549,20,6.087999999999999,8,7,6,7,6,579,3200,3,64
中兴 Blade A7S,749,20,6.087999999999999,6,5,9,8,6,426,4000,4,64
中兴 Blade V9,799,10,5.7,6,5,4,6,6,852,3100,4,32
中兴 L760,169,0,2.4,0,0,0,0,0,0,1200,0,0
中兴 L880,259,0,2.8,0,0,0,0,0,1278,1450,0,0
中兴 V0900,799,10,5.7,6,5,4,6,6,852,3100,4,32
中兴 V10 vita,0,0,6.3,0,0,0,0,0,699,3200,3,32
中兴 V1000,888,26,6.3,7,6,6,7,7,640,3200,4,64
中兴 V66,199,0,2.4,0,0,0,0,0,1156,1000,0,0
中兴 Z999,3039,23,5.2,5,5,5,5,6,1045,3180,4,64
中兴5G手机,0,0,6.47,0,0,0,0,0,0,4000,6,128
中兴A2020 Pr,4199,23,6.47,8,8,7,8,7,579,4000,8,256
中兴A2020N2,4999,21,6.47,3,9,6,8,8,518,4000,6,128
中兴AXON20,2798,2,6.92,9,8,10,8,8,334,4220,8,256
中兴Blade 20,0,0,6.52,0,0,0,0,0,334,4000,6,128
中兴Blade 20 Pro,0,0,,0,0,0,0,0,334,3500,0,0
中兴Blade 20 Sm,899,20,6.49,6,8,8,8,3,426,5000,4,128
中兴侧滑盖手机,0,0,,0,0,0,0,0,699,0,0,0
中兴天机Ax,2998,20,6.47,0,0,0,0,0,274,4000,8,256
中国移动 先行者X1,4988,1,6.47,6,8,6,5,8,699,4000,6,128
中国移动W1,899,0,6.19,0,0,0,0,0,730,3400,4,64
会播HB01,2999,0,6.01,0,0,0,0,0,730,4600,4,64
传音 Infinix X571,0,0,5.7,0,0,0,0,0,699,4500,3,32
传音 Infinix X572,0,0,5.7,0,0,0,0,0,699,4300,2,16
传音 Infinix X573,0,0,5.7,0,0,0,0,0,699,4000,3,32
传音 Infinix X606D,0,0,5.65,0,0,0,0,0,699,4000,1,16
保千里打令VR手机二代,1099,2,5.5,6,5,6,6,7,1217,3200,4,64
充电宝手机,159,0,2.4,0,0,0,0,0,1674,8800,0,0
克里特 M7,9999,0,7.2,0,0,0,0,0,60,6000,8,256
克里特AI私人助理,5999,0,6.19,0,0,0,0,0,365,3300,8,128
全网通,6999,19,6.76,9,9,8,9,8,31,4400,8,256
减配版小米8探索版,0,1,6.21,8,8,8,8,8,1064,3400,0,0
凯旋V8,11999,0,5.2,0,0,0,0,0,1064,3700,6,128
创新电霸,158,1,2.4,0,0,0,0,0,1005,5200,0,0
努比,4499,6,4.01,6,5,3,6,6,668,500,1,8
努比亚 NX608J,1599,12,6.01,3,3,7,3,4,985,5000,4,64
努比亚 NX609J,2499,65,6.0,6,5,5,5,4,1064,3800,8,64
努比亚 NX616J,2499,161,6.26,8,8,8,8,8,756,3800,8,64
努比亚 a,4499,6,4.01,6,5,3,6,6,609,500,1,8
努比亚 n2,998,24,5.5,4,4,6,4,4,1332,5000,4,64
努比亚 红魔Mars,3899,105,6.0,6,9,6,7,6,733,3800,8,64
努比亚 阿尔法,4499,6,4.01,6,5,3,6,6,668,500,1,8
努比亚Play超竞屏,2388,20,6.65,8,8,9,10,8,243,5100,8,256
努比亚a,4499,6,4.01,6,5,3,6,6,609,500,1,8
努比亚电竞游戏手机,5499,22,6.65,8,8,8,6,8,183,4500,8,256
努比亚红魔3,2099,137,6.65,9,10,9,8,8,577,5000,6,64
努比亚红魔手机2,3899,105,6.0,6,9,6,7,6,733,3800,8,64
努比亚艾尔法,1799,6,4.01,6,5,3,6,6,609,500,1,8
努比亚高通865手机,5499,22,6.65,8,8,8,6,8,183,4500,8,256
十,3699,203,6.6,9,10,9,9,10,600,4065,6,128
华,8999,17,6.76,9,9,9,8,9,334,4400,6,64
华为,7999,19,6.88,9,9,8,9,8,31,4500,8,512
华为 9i,999,69,5.84,7,6,6,7,6,907,3000,4,64
华为 ALP-AL00,2199,168,5.9,8,6,8,8,9,1137,4000,6,128
华为 ANA-AN00,4988,14,6.1,8,9,8,9,9,236,3800,8,256
华为 ATU-AL10,999,8,5.7,5,5,4,7,6,1005,3000,3,32
华为 FLA-AL10,1499,19,5.93,6,6,6,7,6,1005,4000,4,64
华为 LDN-AL20,1199,66,5.99,6,6,6,7,6,1064,3000,4,64
华为 M,0,0,6.88,0,0,0,0,0,0,4500,0,0
华为 Mate 20,0,13,6.6,4,6,6,6,6,821,0,6,64
华为 Mate 20 Lite,2199,12,6.3,6,6,7,6,7,821,3750,6,64
